"Indicator","Country","Date","Value"
"all_Ebola_cases","Spain",2014-12-29,1
"confirmed_Ebola_deaths","Spain",2014-12-29,0
"probable_Ebola_deaths","Spain",2014-12-29,0
"suspected_Ebola_deaths","Spain",2014-12-29,0
"all_Ebola_deaths","Spain",2014-12-29,0
"confirmed_Ebola_cases","Spain",2014-12-30,1
"probable_Ebola_cases","Spain",2014-12-30,0
"suspected_Ebola_cases","Spain",2014-12-30,0
"all_Ebola_cases","Spain",2014-12-30,1
"confirmed_Ebola_deaths","Spain",2014-12-30,0
"probable_Ebola_deaths","Spain",2014-12-30,0
"suspected_Ebola_deaths","Spain",2014-12-30,0
"all_Ebola_deaths","Spain",2014-12-30,0
"confirmed_Ebola_cases","Spain",2014-12-31,1
"probable_Ebola_cases","Spain",2014-12-31,0
"suspected_Ebola_cases","Spain",2014-12-31,0
"all_Ebola_cases","Spain",2014-12-31,1
"confirmed_Ebola_deaths","Spain",2014-12-31,0
"probable_Ebola_deaths","Spain",2014-12-31,0
"suspected_Ebola_deaths","Spain",2014-12-31,0
"all_Ebola_deaths","Spain",2014-12-31,0
"confirmed_Ebola_cases","Spain",2015-01-02,1
"probable_Ebola_cases","Spain",2015-01-02,0
"suspected_Ebola_cases","Spain",2015-01-02,0
"all_Ebola_cases","Spain",2015-01-02,1
"confirmed_Ebola_deaths","Spain",2015-01-02,0
"probable_Ebola_deaths","Spain",2015-01-02,0
"suspected_Ebola_deaths","Spain",2015-01-02,0
"all_Ebola_deaths","Spain",2015-01-02,0
"confirmed_Ebola_cases","Spain",2015-01-05,1
"probable_Ebola_cases","Spain",2015-01-05,0
"suspected_Ebola_cases","Spain",2015-01-05,0
"all_Ebola_cases","Spain",2015-01-05,1
"confirmed_Ebola_deaths","Spain",2015-01-05,0
"probable_Ebola_deaths","Spain",2015-01-05,0
"suspected_Ebola_deaths","Spain",2015-01-05,0
"all_Ebola_deaths","Spain",2015-01-05,0
"confirmed_Ebola_cases","Spain",2015-01-06,1
"probable_Ebola_cases","Spain",2015-01-06,0
"suspected_Ebola_cases","Spain",2015-01-06,0
"all_Ebola_cases","Spain",2015-01-06,1
"confirmed_Ebola_deaths","Spain",2015-01-06,0
"probable_Ebola_deaths","Spain",2015-01-06,0
"suspected_Ebola_deaths","Spain",2015-01-06,0
"all_Ebola_deaths","Spain",2015-01-06,0
"confirmed_Ebola_cases","Spain",2015-01-07,1
"probable_Ebola_cases","Spain",2015-01-07,0
"suspected_Ebola_cases","Spain",2015-01-07,0
"all_Ebola_cases","Spain",2015-01-07,1
"confirmed_Ebola_deaths","Spain",2015-01-07,0
"probable_Ebola_deaths","Spain",2015-01-07,0
"suspected_Ebola_deaths","Spain",2015-01-07,0
"all_Ebola_deaths","Spain",2015-01-07,0
"confirmed_Ebola_cases","Spain",2015-01-14,1
"probable_Ebola_cases","Spain",2015-01-14,0
"suspected_Ebola_cases","Spain",2015-01-14,0
"all_Ebola_cases","Spain",2015-01-14,1
"confirmed_Ebola_deaths","Spain",2015-01-14,0
"probable_Ebola_deaths","Spain",2015-01-14,0
"suspected_Ebola_deaths","Spain",2015-01-14,0
"all_Ebola_deaths","Spain",2015-01-14,0
"confirmed_Ebola_cases","Spain",2015-01-15,1
"probable_Ebola_cases","Spain",2015-01-15,0
"suspected_Ebola_cases","Spain",2015-01-15,0
"all_Ebola_cases","Spain",2015-01-15,1
"confirmed_Ebola_deaths","Spain",2015-01-15,0
"probable_Ebola_deaths","Spain",2015-01-15,0
"suspected_Ebola_deaths","Spain",2015-01-15,0
"all_Ebola_deaths","Spain",2015-01-15,0
"confirmed_Ebola_cases","Spain",2015-01-16,1
"probable_Ebola_cases","Spain",2015-01-16,0
"suspected_Ebola_cases","Spain",2015-01-16,0
"all_Ebola_cases","Spain",2015-01-16,1
"confirmed_Ebola_deaths","Spain",2015-01-16,0
"probable_Ebola_deaths","Spain",2015-01-16,0
"suspected_Ebola_deaths","Spain",2015-01-16,0
"all_Ebola_deaths","Spain",2015-01-16,0
"confirmed_Ebola_cases","Spain",2015-01-19,1
"probable_Ebola_cases","Spain",2015-01-19,0
"suspected_Ebola_cases","Spain",2015-01-19,0
"all_Ebola_cases","Spain",2015-01-19,1
"confirmed_Ebola_deaths","Spain",2015-01-19,0
"probable_Ebola_deaths","Spain",2015-01-19,0
"suspected_Ebola_deaths","Spain",2015-01-19,0
"all_Ebola_deaths","Spain",2015-01-19,0
"confirmed_Ebola_cases","Spain",2015-01-20,1
"probable_Ebola_cases","Spain",2015-01-20,0
"suspected_Ebola_cases","Spain",2015-01-20,0
"all_Ebola_cases","Spain",2015-01-20,1
"confirmed_Ebola_deaths","Spain",2015-01-20,0
"probable_Ebola_deaths","Spain",2015-01-20,0
"suspected_Ebola_deaths","Spain",2015-01-20,0
"all_Ebola_deaths","Spain",2015-01-20,0
"confirmed_Ebola_cases","Spain",2015-01-21,1
"probable_Ebola_cases","Spain",2015-01-21,0
"suspected_Ebola_cases","Spain",2015-01-21,0
"all_Ebola_cases","Spain",2015-01-21,1
"confirmed_Ebola_deaths","Spain",2015-01-21,0
"probable_Ebola_deaths","Spain",2015-01-21,0
"suspected_Ebola_deaths","Spain",2015-01-21,0
"all_Ebola_deaths","Spain",2015-01-21,0
"confirmed_Ebola_cases","Spain",2015-01-22,1
"probable_Ebola_cases","Spain",2015-01-22,0
"suspected_Ebola_cases","Spain",2015-01-22,0
"all_Ebola_cases","Spain",2015-01-22,1
"confirmed_Ebola_deaths","Spain",2015-01-22,0
"probable_Ebola_deaths","Spain",2015-01-22,0
"suspected_Ebola_deaths","Spain",2015-01-22,0
"all_Ebola_deaths","Spain",2015-01-22,0
"confirmed_Ebola_cases","Spain",2015-01-23,1
"probable_Ebola_cases","Spain",2015-01-23,0
"suspected_Ebola_cases","Spain",2015-01-23,0
"all_Ebola_cases","Spain",2015-01-23,1
"confirmed_Ebola_deaths","Spain",2015-01-23,0
"probable_Ebola_deaths","Spain",2015-01-23,0
"suspected_Ebola_deaths","Spain",2015-01-23,0
"all_Ebola_deaths","Spain",2015-01-23,0
"confirmed_Ebola_cases","Spain",2015-01-26,1
"probable_Ebola_cases","Spain",2015-01-26,0
"suspected_Ebola_cases","Spain",2015-01-26,0
"all_Ebola_cases","Spain",2015-01-26,1
"confirmed_Ebola_deaths","Spain",2015-01-26,0
"probable_Ebola_deaths","Spain",2015-01-26,0
"suspected_Ebola_deaths","Spain",2015-01-26,0
"all_Ebola_deaths","Spain",2015-01-26,0
"confirmed_Ebola_cases","Spain",2015-01-27,1
"probable_Ebola_cases","Spain",2015-01-27,0
"suspected_Ebola_cases","Spain",2015-01-27,0
"all_Ebola_cases","Spain",2015-01-27,1
"confirmed_Ebola_deaths","Spain",2015-01-27,0
"probable_Ebola_deaths","Spain",2015-01-27,0
"suspected_Ebola_deaths","Spain",2015-01-27,0
"all_Ebola_deaths","Spain",2015-01-27,0
"confirmed_Ebola_cases","Spain",2015-01-28,1
"probable_Ebola_cases","Spain",2015-01-28,0
"suspected_Ebola_cases","Spain",2015-01-28,0
"all_Ebola_cases","Spain",2015-01-28,1
"confirmed_Ebola_deaths","Spain",2015-01-28,0
"probable_Ebola_deaths","Spain",2015-01-28,0
"suspected_Ebola_deaths","Spain",2015-01-28,0
"all_Ebola_deaths","Spain",2015-01-28,0
"confirmed_Ebola_cases","Spain",2015-01-29,1
"probable_Ebola_cases","Spain",2015-01-29,0
"suspected_Ebola_cases","Spain",2015-01-29,0
"all_Ebola_cases","Spain",2015-01-29,1
"confirmed_Ebola_deaths","Spain",2015-01-29,0
"probable_Ebola_deaths","Spain",2015-01-29,0
"suspected_Ebola_deaths","Spain",2015-01-29,0
"all_Ebola_deaths","Spain",2015-01-29,0
"confirmed_Ebola_cases","Spain",2015-01-30,1
"probable_Ebola_cases","Spain",2015-01-30,0
"suspected_Ebola_cases","Spain",2015-01-30,0
"all_Ebola_cases","Spain",2015-01-30,1
"confirmed_Ebola_deaths","Spain",2015-01-30,0
"probable_Ebola_deaths","Spain",2015-01-30,0
"suspected_Ebola_deaths","Spain",2015-01-30,0
"all_Ebola_deaths","Spain",2015-01-30,0
"confirmed_Ebola_cases","Spain",2015-02-02,1
"probable_Ebola_cases","Spain",2015-02-02,0
"suspected_Ebola_cases","Spain",2015-02-02,0
"all_Ebola_cases","Spain",2015-02-02,1
"confirmed_Ebola_deaths","Spain",2015-02-02,0
"probable_Ebola_deaths","Spain",2015-02-02,0
"suspected_Ebola_deaths","Spain",2015-02-02,0
"all_Ebola_deaths","Spain",2015-02-02,0
"confirmed_Ebola_cases","United_Kingdom",2015-01-06,1
"probable_Ebola_cases","United_Kingdom",2015-01-06,0
"suspected_Ebola_cases","United_Kingdom",2015-01-06,0
"all_Ebola_cases","United_Kingdom",2015-01-06,1
"confirmed_Ebola_deaths","United_Kingdom",2015-01-06,0
"probable_Ebola_deaths","United_Kingdom",2015-01-06,0
"suspected_Ebola_deaths","United_Kingdom",2015-01-06,0
"all_Ebola_deaths","United_Kingdom",2015-01-06,0
"confirmed_Ebola_cases","United_Kingdom",2015-01-07,1
"probable_Ebola_cases","United_Kingdom",2015-01-07,0
"suspected_Ebola_cases","United_Kingdom",2015-01-07,0
"all_Ebola_cases","United_Kingdom",2015-01-07,1
"confirmed_Ebola_deaths","United_Kingdom",2015-01-07,0
"probable_Ebola_deaths","United_Kingdom",2015-01-07,0
"suspected_Ebola_deaths","United_Kingdom",2015-01-07,0
"all_Ebola_deaths","United_Kingdom",2015-01-07,0
"confirmed_Ebola_cases","United_States_of_America",2014-10-29,4
"probable_Ebola_cases","United_States_of_America",2014-10-29,0
"suspected_Ebola_cases","United_States_of_America",2014-10-29,0
"all_Ebola_cases","United_States_of_America",2014-10-29,4
"confirmed_Ebola_deaths","United_States_of_America",2014-10-29,1
"probable_Ebola_deaths","United_States_of_America",2014-10-29,0
"suspected_Ebola_deaths","United_States_of_America",2014-10-29,0
"all_Ebola_deaths","United_States_of_America",2014-10-29,1
"confirmed_Ebola_cases","United_States_of_America",2014-10-31,4
"probable_Ebola_cases","United_States_of_America",2014-10-31,0
"suspected_Ebola_cases","United_States_of_America",2014-10-31,0
"all_Ebola_cases","United_States_of_America",2014-10-31,4
"confirmed_Ebola_deaths","United_States_of_America",2014-10-31,1
"probable_Ebola_deaths","United_States_of_America",2014-10-31,0
"suspected_Ebola_deaths","United_States_of_America",2014-10-31,0
"all_Ebola_deaths","United_States_of_America",2014-10-31,1
"confirmed_Ebola_cases","United_States_of_America",2014-11-05,4
"probable_Ebola_cases","United_States_of_America",2014-11-05,0
"suspected_Ebola_cases","United_States_of_America",2014-11-05,0
"all_Ebola_cases","United_States_of_America",2014-11-05,4
"confirmed_Ebola_deaths","United_States_of_America",2014-11-05,1
"probable_Ebola_deaths","United_States_of_America",2014-11-05,0
"suspected_Ebola_deaths","United_States_of_America",2014-11-05,0
"all_Ebola_deaths","United_States_of_America",2014-11-05,1
"confirmed_Ebola_cases","United_States_of_America",2014-11-07,4
"probable_Ebola_cases","United_States_of_America",2014-11-07,0
"suspected_Ebola_cases","United_States_of_America",2014-11-07,0
"all_Ebola_cases","United_States_of_America",2014-11-07,4
"confirmed_Ebola_deaths","United_States_of_America",2014-11-07,1
"probable_Ebola_deaths","United_States_of_America",2014-11-07,0
"suspected_Ebola_deaths","United_States_of_America",2014-11-07,0
"all_Ebola_deaths","United_States_of_America",2014-11-07,1
"confirmed_Ebola_cases","United_States_of_America",2014-11-12,4
"probable_Ebola_cases","United_States_of_America",2014-11-12,0
"suspected_Ebola_cases","United_States_of_America",2014-11-12,0
"all_Ebola_cases","United_States_of_America",2014-11-12,4
"confirmed_Ebola_deaths","United_States_of_America",2014-11-12,1
"probable_Ebola_deaths","United_States_of_America",2014-11-12,0
"suspected_Ebola_deaths","United_States_of_America",2014-11-12,0
"all_Ebola_deaths","United_States_of_America",2014-11-12,1
"confirmed_Ebola_cases","United_States_of_America",2014-11-14,4
"probable_Ebola_cases","United_States_of_America",2014-11-14,0
"suspected_Ebola_cases","United_States_of_America",2014-11-14,0
"all_Ebola_cases","United_States_of_America",2014-11-14,4
"confirmed_Ebola_deaths","United_States_of_America",2014-11-14,1
"probable_Ebola_deaths","United_States_of_America",2014-11-14,0
"suspected_Ebola_deaths","United_States_of_America",2014-11-14,0
"all_Ebola_deaths","United_States_of_America",2014-11-14,1
"confirmed_Ebola_cases","United_States_of_America",2014-11-19,4
"probable_Ebola_cases","United_States_of_America",2014-11-19,0
"suspected_Ebola_cases","United_States_of_America",2014-11-19,0
"all_Ebola_cases","United_States_of_America",2014-11-19,4
"confirmed_Ebola_deaths","United_States_of_America",2014-11-19,1
"probable_Ebola_deaths","United_States_of_America",2014-11-19,0
"suspected_Ebola_deaths","United_States_of_America",2014-11-19,0
"all_Ebola_deaths","United_States_of_America",2014-11-19,1
"confirmed_Ebola_cases","United_States_of_America",2014-11-21,4
"probable_Ebola_cases","United_States_of_America",2014-11-21,0
"suspected_Ebola_cases","United_States_of_America",2014-11-21,0
"all_Ebola_cases","United_States_of_America",2014-11-21,4
"confirmed_Ebola_deaths","United_States_of_America",2014-11-21,1
"probable_Ebola_deaths","United_States_of_America",2014-11-21,0
"suspected_Ebola_deaths","United_States_of_America",2014-11-21,0
"all_Ebola_deaths","United_States_of_America",2014-11-21,1
"confirmed_Ebola_cases","United_States_of_America",2014-11-26,4
"probable_Ebola_cases","United_States_of_America",2014-11-26,0
"suspected_Ebola_cases","United_States_of_America",2014-11-26,0
"all_Ebola_cases","United_States_of_America",2014-11-26,4
"confirmed_Ebola_deaths","United_States_of_America",2014-11-26,1
"probable_Ebola_deaths","United_States_of_America",2014-11-26,0
"suspected_Ebola_deaths","United_States_of_America",2014-11-26,0
"all_Ebola_deaths","United_States_of_America",2014-11-26,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-01,4
"probable_Ebola_cases","United_States_of_America",2014-12-01,0
"suspected_Ebola_cases","United_States_of_America",2014-12-01,0
"all_Ebola_cases","United_States_of_America",2014-12-01,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-01,1
"probable_Ebola_deaths","United_States_of_America",2014-12-01,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-01,0
"all_Ebola_deaths","United_States_of_America",2014-12-01,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-03,4
"probable_Ebola_cases","United_States_of_America",2014-12-03,0
"suspected_Ebola_cases","United_States_of_America",2014-12-03,0
"all_Ebola_cases","United_States_of_America",2014-12-03,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-03,1
"probable_Ebola_deaths","United_States_of_America",2014-12-03,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-03,0
"all_Ebola_deaths","United_States_of_America",2014-12-03,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-10,4
"probable_Ebola_cases","United_States_of_America",2014-12-10,0
"suspected_Ebola_cases","United_States_of_America",2014-12-10,0
"all_Ebola_cases","United_States_of_America",2014-12-10,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-10,1
"probable_Ebola_deaths","United_States_of_America",2014-12-10,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-10,0
"all_Ebola_deaths","United_States_of_America",2014-12-10,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-15,4
"probable_Ebola_cases","United_States_of_America",2014-12-15,0
"suspected_Ebola_cases","United_States_of_America",2014-12-15,0
"all_Ebola_cases","United_States_of_America",2014-12-15,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-15,1
"probable_Ebola_deaths","United_States_of_America",2014-12-15,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-15,0
"all_Ebola_deaths","United_States_of_America",2014-12-15,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-17,4
"probable_Ebola_cases","United_States_of_America",2014-12-17,0
"suspected_Ebola_cases","United_States_of_America",2014-12-17,0
"all_Ebola_cases","United_States_of_America",2014-12-17,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-17,1
"probable_Ebola_deaths","United_States_of_America",2014-12-17,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-17,0
"all_Ebola_deaths","United_States_of_America",2014-12-17,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-22,4
"probable_Ebola_cases","United_States_of_America",2014-12-22,0
"suspected_Ebola_cases","United_States_of_America",2014-12-22,0
"all_Ebola_cases","United_States_of_America",2014-12-22,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-22,1
"probable_Ebola_deaths","United_States_of_America",2014-12-22,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-22,0
"all_Ebola_deaths","United_States_of_America",2014-12-22,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-23,4
"probable_Ebola_cases","United_States_of_America",2014-12-23,0
"suspected_Ebola_cases","United_States_of_America",2014-12-23,0
"all_Ebola_cases","United_States_of_America",2014-12-23,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-23,1
"probable_Ebola_deaths","United_States_of_America",2014-12-23,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-23,0
"all_Ebola_deaths","United_States_of_America",2014-12-23,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-24,4
"probable_Ebola_cases","United_States_of_America",2014-12-24,0
"suspected_Ebola_cases","United_States_of_America",2014-12-24,0
"all_Ebola_cases","United_States_of_America",2014-12-24,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-24,1
"probable_Ebola_deaths","United_States_of_America",2014-12-24,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-24,0
"all_Ebola_deaths","United_States_of_America",2014-12-24,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-26,4
"probable_Ebola_cases","United_States_of_America",2014-12-26,0
"suspected_Ebola_cases","United_States_of_America",2014-12-26,0
"all_Ebola_cases","United_States_of_America",2014-12-26,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-26,1
"probable_Ebola_deaths","United_States_of_America",2014-12-26,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-26,0
"all_Ebola_deaths","United_States_of_America",2014-12-26,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-29,4
"probable_Ebola_cases","United_States_of_America",2014-12-29,0
"suspected_Ebola_cases","United_States_of_America",2014-12-29,0
"all_Ebola_cases","United_States_of_America",2014-12-29,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-29,1
"probable_Ebola_deaths","United_States_of_America",2014-12-29,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-29,0
"all_Ebola_deaths","United_States_of_America",2014-12-29,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-30,4
"probable_Ebola_cases","United_States_of_America",2014-12-30,0
"suspected_Ebola_cases","United_States_of_America",2014-12-30,0
"all_Ebola_cases","United_States_of_America",2014-12-30,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-30,1
"probable_Ebola_deaths","United_States_of_America",2014-12-30,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-30,0
"all_Ebola_deaths","United_States_of_America",2014-12-30,1
"confirmed_Ebola_cases","United_States_of_America",2014-12-31,4
"probable_Ebola_cases","United_States_of_America",2014-12-31,0
"suspected_Ebola_cases","United_States_of_America",2014-12-31,0
"all_Ebola_cases","United_States_of_America",2014-12-31,4
"confirmed_Ebola_deaths","United_States_of_America",2014-12-31,1
"probable_Ebola_deaths","United_States_of_America",2014-12-31,0
"suspected_Ebola_deaths","United_States_of_America",2014-12-31,0
"all_Ebola_deaths","United_States_of_America",2014-12-31,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-02,4
"probable_Ebola_cases","United_States_of_America",2015-01-02,0
"suspected_Ebola_cases","United_States_of_America",2015-01-02,0
"all_Ebola_cases","United_States_of_America",2015-01-02,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-02,1
"probable_Ebola_deaths","United_States_of_America",2015-01-02,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-02,0
"all_Ebola_deaths","United_States_of_America",2015-01-02,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-05,4
"probable_Ebola_cases","United_States_of_America",2015-01-05,0
"suspected_Ebola_cases","United_States_of_America",2015-01-05,0
"all_Ebola_cases","United_States_of_America",2015-01-05,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-05,1
"probable_Ebola_deaths","United_States_of_America",2015-01-05,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-05,0
"all_Ebola_deaths","United_States_of_America",2015-01-05,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-06,4
"probable_Ebola_cases","United_States_of_America",2015-01-06,0
"suspected_Ebola_cases","United_States_of_America",2015-01-06,0
"all_Ebola_cases","United_States_of_America",2015-01-06,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-06,1
"probable_Ebola_deaths","United_States_of_America",2015-01-06,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-06,0
"all_Ebola_deaths","United_States_of_America",2015-01-06,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-07,4
"probable_Ebola_cases","United_States_of_America",2015-01-07,0
"suspected_Ebola_cases","United_States_of_America",2015-01-07,0
"all_Ebola_cases","United_States_of_America",2015-01-07,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-07,1
"probable_Ebola_deaths","United_States_of_America",2015-01-07,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-07,0
"all_Ebola_deaths","United_States_of_America",2015-01-07,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-14,4
"probable_Ebola_cases","United_States_of_America",2015-01-14,0
"suspected_Ebola_cases","United_States_of_America",2015-01-14,0
"all_Ebola_cases","United_States_of_America",2015-01-14,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-14,1
"probable_Ebola_deaths","United_States_of_America",2015-01-14,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-14,0
"all_Ebola_deaths","United_States_of_America",2015-01-14,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-15,4
"probable_Ebola_cases","United_States_of_America",2015-01-15,0
"suspected_Ebola_cases","United_States_of_America",2015-01-15,0
"all_Ebola_cases","United_States_of_America",2015-01-15,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-15,1
"probable_Ebola_deaths","United_States_of_America",2015-01-15,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-15,0
"all_Ebola_deaths","United_States_of_America",2015-01-15,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-16,4
"probable_Ebola_cases","United_States_of_America",2015-01-16,0
"suspected_Ebola_cases","United_States_of_America",2015-01-16,0
"all_Ebola_cases","United_States_of_America",2015-01-16,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-16,1
"probable_Ebola_deaths","United_States_of_America",2015-01-16,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-16,0
"all_Ebola_deaths","United_States_of_America",2015-01-16,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-19,4
"probable_Ebola_cases","United_States_of_America",2015-01-19,0
"suspected_Ebola_cases","United_States_of_America",2015-01-19,0
"all_Ebola_cases","United_States_of_America",2015-01-19,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-19,1
"probable_Ebola_deaths","United_States_of_America",2015-01-19,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-19,0
"all_Ebola_deaths","United_States_of_America",2015-01-19,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-20,4
"probable_Ebola_cases","United_States_of_America",2015-01-20,0
"suspected_Ebola_cases","United_States_of_America",2015-01-20,0
"all_Ebola_cases","United_States_of_America",2015-01-20,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-20,1
"probable_Ebola_deaths","United_States_of_America",2015-01-20,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-20,0
"all_Ebola_deaths","United_States_of_America",2015-01-20,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-21,4
"probable_Ebola_cases","United_States_of_America",2015-01-21,0
"suspected_Ebola_cases","United_States_of_America",2015-01-21,0
"all_Ebola_cases","United_States_of_America",2015-01-21,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-21,1
"probable_Ebola_deaths","United_States_of_America",2015-01-21,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-21,0
"all_Ebola_deaths","United_States_of_America",2015-01-21,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-22,4
"probable_Ebola_cases","United_States_of_America",2015-01-22,0
"suspected_Ebola_cases","United_States_of_America",2015-01-22,0
"all_Ebola_cases","United_States_of_America",2015-01-22,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-22,1
"probable_Ebola_deaths","United_States_of_America",2015-01-22,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-22,0
"all_Ebola_deaths","United_States_of_America",2015-01-22,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-23,4
"probable_Ebola_cases","United_States_of_America",2015-01-23,0
"suspected_Ebola_cases","United_States_of_America",2015-01-23,0
"all_Ebola_cases","United_States_of_America",2015-01-23,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-23,1
"probable_Ebola_deaths","United_States_of_America",2015-01-23,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-23,0
"all_Ebola_deaths","United_States_of_America",2015-01-23,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-26,4
"probable_Ebola_cases","United_States_of_America",2015-01-26,0
"suspected_Ebola_cases","United_States_of_America",2015-01-26,0
"all_Ebola_cases","United_States_of_America",2015-01-26,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-26,1
"probable_Ebola_deaths","United_States_of_America",2015-01-26,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-26,0
"all_Ebola_deaths","United_States_of_America",2015-01-26,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-27,4
"probable_Ebola_cases","United_States_of_America",2015-01-27,0
"suspected_Ebola_cases","United_States_of_America",2015-01-27,0
"all_Ebola_cases","United_States_of_America",2015-01-27,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-27,1
"probable_Ebola_deaths","United_States_of_America",2015-01-27,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-27,0
"all_Ebola_deaths","United_States_of_America",2015-01-27,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-28,4
"probable_Ebola_cases","United_States_of_America",2015-01-28,0
"suspected_Ebola_cases","United_States_of_America",2015-01-28,0
"all_Ebola_cases","United_States_of_America",2015-01-28,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-28,1
"probable_Ebola_deaths","United_States_of_America",2015-01-28,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-28,0
"all_Ebola_deaths","United_States_of_America",2015-01-28,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-29,4
"probable_Ebola_cases","United_States_of_America",2015-01-29,0
"suspected_Ebola_cases","United_States_of_America",2015-01-29,0
"all_Ebola_cases","United_States_of_America",2015-01-29,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-29,1
"probable_Ebola_deaths","United_States_of_America",2015-01-29,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-29,0
"all_Ebola_deaths","United_States_of_America",2015-01-29,1
"confirmed_Ebola_cases","United_States_of_America",2015-01-30,4
"probable_Ebola_cases","United_States_of_America",2015-01-30,0
"suspected_Ebola_cases","United_States_of_America",2015-01-30,0
"all_Ebola_cases","United_States_of_America",2015-01-30,4
"confirmed_Ebola_deaths","United_States_of_America",2015-01-30,1
"probable_Ebola_deaths","United_States_of_America",2015-01-30,0
"suspected_Ebola_deaths","United_States_of_America",2015-01-30,0
"all_Ebola_deaths","United_States_of_America",2015-01-30,1
"confirmed_Ebola_cases","United_States_of_America",2015-02-02,4
"probable_Ebola_cases","United_States_of_America",2015-02-02,0
"suspected_Ebola_cases","United_States_of_America",2015-02-02,0
