"Indicator","Country","Date","Value"
"probable_Ebola_cases","Nigeria",2014-09-05,1
"suspected_Ebola_cases","Nigeria",2014-09-05,3
"all_Ebola_cases","Nigeria",2014-09-05,22
"confirmed_Ebola_deaths","Nigeria",2014-09-05,7
"probable_Ebola_deaths","Nigeria",2014-09-05,1
"suspected_Ebola_deaths","Nigeria",2014-09-05,0
"all_Ebola_deaths","Nigeria",2014-09-05,8
"confirmed_Ebola_cases","Nigeria",2014-09-08,19
"probable_Ebola_cases","Nigeria",2014-09-08,1
"suspected_Ebola_cases","Nigeria",2014-09-08,1
"all_Ebola_cases","Nigeria",2014-09-08,21
"confirmed_Ebola_deaths","Nigeria",2014-09-08,7
"probable_Ebola_deaths","Nigeria",2014-09-08,1
"suspected_Ebola_deaths","Nigeria",2014-09-08,0
"all_Ebola_deaths","Nigeria",2014-09-08,8
"confirmed_Ebola_cases","Nigeria",2014-09-12,19
"probable_Ebola_cases","Nigeria",2014-09-12,1
"suspected_Ebola_cases","Nigeria",2014-09-12,1
"all_Ebola_cases","Nigeria",2014-09-12,21
"confirmed_Ebola_deaths","Nigeria",2014-09-12,7
"probable_Ebola_deaths","Nigeria",2014-09-12,1
"suspected_Ebola_deaths","Nigeria",2014-09-12,0
"all_Ebola_deaths","Nigeria",2014-09-12,8
"confirmed_Ebola_cases","Nigeria",2014-09-16,19
"probable_Ebola_cases","Nigeria",2014-09-16,1
"suspected_Ebola_cases","Nigeria",2014-09-16,1
"all_Ebola_cases","Nigeria",2014-09-16,21
"confirmed_Ebola_deaths","Nigeria",2014-09-16,7
"probable_Ebola_deaths","Nigeria",2014-09-16,1
"suspected_Ebola_deaths","Nigeria",2014-09-16,0
"all_Ebola_deaths","Nigeria",2014-09-16,8
"confirmed_Ebola_cases","Nigeria",2014-09-18,19
"probable_Ebola_cases","Nigeria",2014-09-18,1
"suspected_Ebola_cases","Nigeria",2014-09-18,1
"all_Ebola_cases","Nigeria",2014-09-18,21
"confirmed_Ebola_deaths","Nigeria",2014-09-18,7
"probable_Ebola_deaths","Nigeria",2014-09-18,1
"suspected_Ebola_deaths","Nigeria",2014-09-18,0
"all_Ebola_deaths","Nigeria",2014-09-18,8
"confirmed_Ebola_cases","Nigeria",2014-09-22,19
"probable_Ebola_cases","Nigeria",2014-09-22,1
"suspected_Ebola_cases","Nigeria",2014-09-22,0
"all_Ebola_cases","Nigeria",2014-09-22,20
"confirmed_Ebola_deaths","Nigeria",2014-09-22,7
"probable_Ebola_deaths","Nigeria",2014-09-22,1
"suspected_Ebola_deaths","Nigeria",2014-09-22,0
"all_Ebola_deaths","Nigeria",2014-09-22,8
"confirmed_Ebola_cases","Nigeria",2014-09-24,19
"probable_Ebola_cases","Nigeria",2014-09-24,1
"suspected_Ebola_cases","Nigeria",2014-09-24,0
"all_Ebola_cases","Nigeria",2014-09-24,20
"confirmed_Ebola_deaths","Nigeria",2014-09-24,7
"probable_Ebola_deaths","Nigeria",2014-09-24,1
"suspected_Ebola_deaths","Nigeria",2014-09-24,0
"all_Ebola_deaths","Nigeria",2014-09-24,8
"confirmed_Ebola_cases","Nigeria",2014-09-26,19
"probable_Ebola_cases","Nigeria",2014-09-26,1
"suspected_Ebola_cases","Nigeria",2014-09-26,0
"all_Ebola_cases","Nigeria",2014-09-26,20
"confirmed_Ebola_deaths","Nigeria",2014-09-26,7
"probable_Ebola_deaths","Nigeria",2014-09-26,1
"suspected_Ebola_deaths","Nigeria",2014-09-26,0
"all_Ebola_deaths","Nigeria",2014-09-26,8
"confirmed_Ebola_cases","Nigeria",2014-10-01,19
"probable_Ebola_cases","Nigeria",2014-10-01,1
"suspected_Ebola_cases","Nigeria",2014-10-01,0
"all_Ebola_cases","Nigeria",2014-10-01,20
"confirmed_Ebola_deaths","Nigeria",2014-10-01,7
"probable_Ebola_deaths","Nigeria",2014-10-01,1
"suspected_Ebola_deaths","Nigeria",2014-10-01,0
"all_Ebola_deaths","Nigeria",2014-10-01,8
"confirmed_Ebola_cases","Nigeria",2014-10-03,19
"probable_Ebola_cases","Nigeria",2014-10-03,1
"suspected_Ebola_cases","Nigeria",2014-10-03,0
"all_Ebola_cases","Nigeria",2014-10-03,20
"confirmed_Ebola_deaths","Nigeria",2014-10-03,7
"probable_Ebola_deaths","Nigeria",2014-10-03,1
"suspected_Ebola_deaths","Nigeria",2014-10-03,0
"all_Ebola_deaths","Nigeria",2014-10-03,8
"confirmed_Ebola_cases","Nigeria",2014-10-08,19
"probable_Ebola_cases","Nigeria",2014-10-08,1
"suspected_Ebola_cases","Nigeria",2014-10-08,0
"all_Ebola_cases","Nigeria",2014-10-08,20
"confirmed_Ebola_deaths","Nigeria",2014-10-08,7
"probable_Ebola_deaths","Nigeria",2014-10-08,1
"suspected_Ebola_deaths","Nigeria",2014-10-08,0
"all_Ebola_deaths","Nigeria",2014-10-08,8
"confirmed_Ebola_cases","Nigeria",2014-10-10,19
"probable_Ebola_cases","Nigeria",2014-10-10,1
"suspected_Ebola_cases","Nigeria",2014-10-10,0
"all_Ebola_cases","Nigeria",2014-10-10,20
"confirmed_Ebola_deaths","Nigeria",2014-10-10,7
"probable_Ebola_deaths","Nigeria",2014-10-10,1
"suspected_Ebola_deaths","Nigeria",2014-10-10,0
"all_Ebola_deaths","Nigeria",2014-10-10,8
"confirmed_Ebola_cases","Nigeria",2014-10-15,19
"probable_Ebola_cases","Nigeria",2014-10-15,1
"suspected_Ebola_cases","Nigeria",2014-10-15,0
"all_Ebola_cases","Nigeria",2014-10-15,20
"confirmed_Ebola_deaths","Nigeria",2014-10-15,7
"probable_Ebola_deaths","Nigeria",2014-10-15,1
"suspected_Ebola_deaths","Nigeria",2014-10-15,0
"all_Ebola_deaths","Nigeria",2014-10-15,8
"confirmed_Ebola_cases","Nigeria",2014-10-17,19
"probable_Ebola_cases","Nigeria",2014-10-17,1
"suspected_Ebola_cases","Nigeria",2014-10-17,0
"all_Ebola_cases","Nigeria",2014-10-17,20
"confirmed_Ebola_deaths","Nigeria",2014-10-17,7
"probable_Ebola_deaths","Nigeria",2014-10-17,1
"suspected_Ebola_deaths","Nigeria",2014-10-17,0
"all_Ebola_deaths","Nigeria",2014-10-17,8
"confirmed_Ebola_cases","Nigeria",2014-10-22,19
"probable_Ebola_cases","Nigeria",2014-10-22,1
"suspected_Ebola_cases","Nigeria",2014-10-22,0
"all_Ebola_cases","Nigeria",2014-10-22,20
"confirmed_Ebola_deaths","Nigeria",2014-10-22,7
"probable_Ebola_deaths","Nigeria",2014-10-22,1
"suspected_Ebola_deaths","Nigeria",2014-10-22,0
"all_Ebola_deaths","Nigeria",2014-10-22,8
"confirmed_Ebola_cases","Nigeria",2014-10-25,19
"probable_Ebola_cases","Nigeria",2014-10-25,1
"suspected_Ebola_cases","Nigeria",2014-10-25,0
"all_Ebola_cases","Nigeria",2014-10-25,20
"confirmed_Ebola_deaths","Nigeria",2014-10-25,7
"probable_Ebola_deaths","Nigeria",2014-10-25,1
"suspected_Ebola_deaths","Nigeria",2014-10-25,0
"all_Ebola_deaths","Nigeria",2014-10-25,8
"confirmed_Ebola_cases","Nigeria",2014-10-29,19
"probable_Ebola_cases","Nigeria",2014-10-29,1
"suspected_Ebola_cases","Nigeria",2014-10-29,0
"all_Ebola_cases","Nigeria",2014-10-29,20
"confirmed_Ebola_deaths","Nigeria",2014-10-29,7
"probable_Ebola_deaths","Nigeria",2014-10-29,1
"suspected_Ebola_deaths","Nigeria",2014-10-29,0
"all_Ebola_deaths","Nigeria",2014-10-29,8
"confirmed_Ebola_cases","Nigeria",2014-10-31,19
"probable_Ebola_cases","Nigeria",2014-10-31,1
"suspected_Ebola_cases","Nigeria",2014-10-31,0
"all_Ebola_cases","Nigeria",2014-10-31,20
"confirmed_Ebola_deaths","Nigeria",2014-10-31,7
"probable_Ebola_deaths","Nigeria",2014-10-31,1
"suspected_Ebola_deaths","Nigeria",2014-10-31,0
"all_Ebola_deaths","Nigeria",2014-10-31,8
"confirmed_Ebola_cases","Nigeria",2014-11-05,19
"probable_Ebola_cases","Nigeria",2014-11-05,1
"suspected_Ebola_cases","Nigeria",2014-11-05,0
"all_Ebola_cases","Nigeria",2014-11-05,20
"confirmed_Ebola_deaths","Nigeria",2014-11-05,7
"probable_Ebola_deaths","Nigeria",2014-11-05,1
"suspected_Ebola_deaths","Nigeria",2014-11-05,0
"all_Ebola_deaths","Nigeria",2014-11-05,8
"confirmed_Ebola_cases","Nigeria",2014-11-07,19
"probable_Ebola_cases","Nigeria",2014-11-07,1
"suspected_Ebola_cases","Nigeria",2014-11-07,0
"all_Ebola_cases","Nigeria",2014-11-07,20
"confirmed_Ebola_deaths","Nigeria",2014-11-07,7
"probable_Ebola_deaths","Nigeria",2014-11-07,1
"suspected_Ebola_deaths","Nigeria",2014-11-07,0
"all_Ebola_deaths","Nigeria",2014-11-07,8
"confirmed_Ebola_cases","Nigeria",2014-11-12,19
"probable_Ebola_cases","Nigeria",2014-11-12,1
"suspected_Ebola_cases","Nigeria",2014-11-12,0
"all_Ebola_cases","Nigeria",2014-11-12,20
"confirmed_Ebola_deaths","Nigeria",2014-11-12,7
"probable_Ebola_deaths","Nigeria",2014-11-12,1
"suspected_Ebola_deaths","Nigeria",2014-11-12,0
"all_Ebola_deaths","Nigeria",2014-11-12,8
"confirmed_Ebola_cases","Nigeria",2014-11-14,19
"probable_Ebola_cases","Nigeria",2014-11-14,1
"suspected_Ebola_cases","Nigeria",2014-11-14,0
"all_Ebola_cases","Nigeria",2014-11-14,20
"confirmed_Ebola_deaths","Nigeria",2014-11-14,7
"probable_Ebola_deaths","Nigeria",2014-11-14,1
"suspected_Ebola_deaths","Nigeria",2014-11-14,0
"all_Ebola_deaths","Nigeria",2014-11-14,8
"confirmed_Ebola_cases","Nigeria",2014-11-19,19
"probable_Ebola_cases","Nigeria",2014-11-19,1
"suspected_Ebola_cases","Nigeria",2014-11-19,0
"all_Ebola_cases","Nigeria",2014-11-19,20
"confirmed_Ebola_deaths","Nigeria",2014-11-19,7
"probable_Ebola_deaths","Nigeria",2014-11-19,1
"suspected_Ebola_deaths","Nigeria",2014-11-19,0
"all_Ebola_deaths","Nigeria",2014-11-19,8
"confirmed_Ebola_cases","Nigeria",2014-11-21,19
"probable_Ebola_cases","Nigeria",2014-11-21,1
"suspected_Ebola_cases","Nigeria",2014-11-21,0
"all_Ebola_cases","Nigeria",2014-11-21,20
"confirmed_Ebola_deaths","Nigeria",2014-11-21,7
"probable_Ebola_deaths","Nigeria",2014-11-21,1
"suspected_Ebola_deaths","Nigeria",2014-11-21,0
"all_Ebola_deaths","Nigeria",2014-11-21,8
"confirmed_Ebola_cases","Nigeria",2014-11-26,19
"probable_Ebola_cases","Nigeria",2014-11-26,1
"suspected_Ebola_cases","Nigeria",2014-11-26,0
"all_Ebola_cases","Nigeria",2014-11-26,20
"confirmed_Ebola_deaths","Nigeria",2014-11-26,7
"probable_Ebola_deaths","Nigeria",2014-11-26,1
"suspected_Ebola_deaths","Nigeria",2014-11-26,0
"all_Ebola_deaths","Nigeria",2014-11-26,8
"confirmed_Ebola_cases","Nigeria",2014-12-01,19
"probable_Ebola_cases","Nigeria",2014-12-01,1
"suspected_Ebola_cases","Nigeria",2014-12-01,0
"all_Ebola_cases","Nigeria",2014-12-01,20
"confirmed_Ebola_deaths","Nigeria",2014-12-01,7
"probable_Ebola_deaths","Nigeria",2014-12-01,1
"suspected_Ebola_deaths","Nigeria",2014-12-01,0
"all_Ebola_deaths","Nigeria",2014-12-01,8
"confirmed_Ebola_cases","Nigeria",2014-12-03,19
"probable_Ebola_cases","Nigeria",2014-12-03,1
"suspected_Ebola_cases","Nigeria",2014-12-03,0
"all_Ebola_cases","Nigeria",2014-12-03,20
"confirmed_Ebola_deaths","Nigeria",2014-12-03,7
"probable_Ebola_deaths","Nigeria",2014-12-03,1
"suspected_Ebola_deaths","Nigeria",2014-12-03,0
"all_Ebola_deaths","Nigeria",2014-12-03,8
"confirmed_Ebola_cases","Nigeria",2014-12-10,19
"probable_Ebola_cases","Nigeria",2014-12-10,1
"suspected_Ebola_cases","Nigeria",2014-12-10,0
"all_Ebola_cases","Nigeria",2014-12-10,20
"confirmed_Ebola_deaths","Nigeria",2014-12-10,7
"probable_Ebola_deaths","Nigeria",2014-12-10,1
"suspected_Ebola_deaths","Nigeria",2014-12-10,0
"all_Ebola_deaths","Nigeria",2014-12-10,8
"confirmed_Ebola_cases","Nigeria",2014-12-15,19
"probable_Ebola_cases","Nigeria",2014-12-15,1
"suspected_Ebola_cases","Nigeria",2014-12-15,0
"all_Ebola_cases","Nigeria",2014-12-15,20
"confirmed_Ebola_deaths","Nigeria",2014-12-15,7
"probable_Ebola_deaths","Nigeria",2014-12-15,1
"suspected_Ebola_deaths","Nigeria",2014-12-15,0
"all_Ebola_deaths","Nigeria",2014-12-15,8
"confirmed_Ebola_cases","Nigeria",2014-12-17,19
"probable_Ebola_cases","Nigeria",2014-12-17,1
"suspected_Ebola_cases","Nigeria",2014-12-17,0
"all_Ebola_cases","Nigeria",2014-12-17,20
"confirmed_Ebola_deaths","Nigeria",2014-12-17,7
"probable_Ebola_deaths","Nigeria",2014-12-17,1
"suspected_Ebola_deaths","Nigeria",2014-12-17,0
"all_Ebola_deaths","Nigeria",2014-12-17,8
"confirmed_Ebola_cases","Nigeria",2014-12-22,19
"probable_Ebola_cases","Nigeria",2014-12-22,1
"suspected_Ebola_cases","Nigeria",2014-12-22,0
"all_Ebola_cases","Nigeria",2014-12-22,20
"confirmed_Ebola_deaths","Nigeria",2014-12-22,7
"probable_Ebola_deaths","Nigeria",2014-12-22,1
"suspected_Ebola_deaths","Nigeria",2014-12-22,0
"all_Ebola_deaths","Nigeria",2014-12-22,8
"confirmed_Ebola_cases","Nigeria",2014-12-23,19
"probable_Ebola_cases","Nigeria",2014-12-23,1
"suspected_Ebola_cases","Nigeria",2014-12-23,0
"all_Ebola_cases","Nigeria",2014-12-23,20
"confirmed_Ebola_deaths","Nigeria",2014-12-23,7
"probable_Ebola_deaths","Nigeria",2014-12-23,1
"suspected_Ebola_deaths","Nigeria",2014-12-23,0
"all_Ebola_deaths","Nigeria",2014-12-23,8
"confirmed_Ebola_cases","Nigeria",2014-12-24,19
"probable_Ebola_cases","Nigeria",2014-12-24,1
"suspected_Ebola_cases","Nigeria",2014-12-24,0
"all_Ebola_cases","Nigeria",2014-12-24,20
"confirmed_Ebola_deaths","Nigeria",2014-12-24,7
"probable_Ebola_deaths","Nigeria",2014-12-24,1
"suspected_Ebola_deaths","Nigeria",2014-12-24,0
"all_Ebola_deaths","Nigeria",2014-12-24,8
"confirmed_Ebola_cases","Nigeria",2014-12-26,19
"probable_Ebola_cases","Nigeria",2014-12-26,1
"suspected_Ebola_cases","Nigeria",2014-12-26,0
"all_Ebola_cases","Nigeria",2014-12-26,20
"confirmed_Ebola_deaths","Nigeria",2014-12-26,7
"probable_Ebola_deaths","Nigeria",2014-12-26,1
"suspected_Ebola_deaths","Nigeria",2014-12-26,0
"all_Ebola_deaths","Nigeria",2014-12-26,8
"confirmed_Ebola_cases","Nigeria",2014-12-29,19
"probable_Ebola_cases","Nigeria",2014-12-29,1
"suspected_Ebola_cases","Nigeria",2014-12-29,0
"all_Ebola_cases","Nigeria",2014-12-29,20
"confirmed_Ebola_deaths","Nigeria",2014-12-29,7
"probable_Ebola_deaths","Nigeria",2014-12-29,1
"suspected_Ebola_deaths","Nigeria",2014-12-29,0
"all_Ebola_deaths","Nigeria",2014-12-29,8
"confirmed_Ebola_cases","Nigeria",2014-12-30,19
"probable_Ebola_cases","Nigeria",2014-12-30,1
"suspected_Ebola_cases","Nigeria",2014-12-30,0
"all_Ebola_cases","Nigeria",2014-12-30,20
"confirmed_Ebola_deaths","Nigeria",2014-12-30,7
"probable_Ebola_deaths","Nigeria",2014-12-30,1
"suspected_Ebola_deaths","Nigeria",2014-12-30,0
"all_Ebola_deaths","Nigeria",2014-12-30,8
"confirmed_Ebola_cases","Nigeria",2014-12-31,19
"probable_Ebola_cases","Nigeria",2014-12-31,1
"suspected_Ebola_cases","Nigeria",2014-12-31,0
"all_Ebola_cases","Nigeria",2014-12-31,20
"confirmed_Ebola_deaths","Nigeria",2014-12-31,7
"probable_Ebola_deaths","Nigeria",2014-12-31,1
"suspected_Ebola_deaths","Nigeria",2014-12-31,0
"all_Ebola_deaths","Nigeria",2014-12-31,8
"confirmed_Ebola_cases","Nigeria",2015-01-02,19
"probable_Ebola_cases","Nigeria",2015-01-02,1
"suspected_Ebola_cases","Nigeria",2015-01-02,0
"all_Ebola_cases","Nigeria",2015-01-02,20
"confirmed_Ebola_deaths","Nigeria",2015-01-02,7
"probable_Ebola_deaths","Nigeria",2015-01-02,1
"suspected_Ebola_deaths","Nigeria",2015-01-02,0
"all_Ebola_deaths","Nigeria",2015-01-02,8
"confirmed_Ebola_cases","Nigeria",2015-01-05,19
"probable_Ebola_cases","Nigeria",2015-01-05,1
"suspected_Ebola_cases","Nigeria",2015-01-05,0
"all_Ebola_cases","Nigeria",2015-01-05,20
"confirmed_Ebola_deaths","Nigeria",2015-01-05,7
"probable_Ebola_deaths","Nigeria",2015-01-05,1
"suspected_Ebola_deaths","Nigeria",2015-01-05,0
"all_Ebola_deaths","Nigeria",2015-01-05,8
"confirmed_Ebola_cases","Nigeria",2015-01-06,19
"probable_Ebola_cases","Nigeria",2015-01-06,1
"suspected_Ebola_cases","Nigeria",2015-01-06,0
"all_Ebola_cases","Nigeria",2015-01-06,20
"confirmed_Ebola_deaths","Nigeria",2015-01-06,7
"probable_Ebola_deaths","Nigeria",2015-01-06,1
"suspected_Ebola_deaths","Nigeria",2015-01-06,0
"all_Ebola_deaths","Nigeria",2015-01-06,8
"confirmed_Ebola_cases","Nigeria",2015-01-07,19
"probable_Ebola_cases","Nigeria",2015-01-07,1
"suspected_Ebola_cases","Nigeria",2015-01-07,0
"all_Ebola_cases","Nigeria",2015-01-07,20
"confirmed_Ebola_deaths","Nigeria",2015-01-07,7
"probable_Ebola_deaths","Nigeria",2015-01-07,1
"suspected_Ebola_deaths","Nigeria",2015-01-07,0
"all_Ebola_deaths","Nigeria",2015-01-07,8
"confirmed_Ebola_cases","Nigeria",2015-01-14,19
"probable_Ebola_cases","Nigeria",2015-01-14,1
"suspected_Ebola_cases","Nigeria",2015-01-14,0
"all_Ebola_cases","Nigeria",2015-01-14,20
"confirmed_Ebola_deaths","Nigeria",2015-01-14,7
"probable_Ebola_deaths","Nigeria",2015-01-14,1
"suspected_Ebola_deaths","Nigeria",2015-01-14,0
"all_Ebola_deaths","Nigeria",2015-01-14,8
"confirmed_Ebola_cases","Nigeria",2015-01-15,19
"probable_Ebola_cases","Nigeria",2015-01-15,1
"suspected_Ebola_cases","Nigeria",2015-01-15,0
"all_Ebola_cases","Nigeria",2015-01-15,20
"confirmed_Ebola_deaths","Nigeria",2015-01-15,7
"probable_Ebola_deaths","Nigeria",2015-01-15,1
"suspected_Ebola_deaths","Nigeria",2015-01-15,0
"all_Ebola_deaths","Nigeria",2015-01-15,8
"confirmed_Ebola_cases","Nigeria",2015-01-16,19
"probable_Ebola_cases","Nigeria",2015-01-16,1
"suspected_Ebola_cases","Nigeria",2015-01-16,0
"all_Ebola_cases","Nigeria",2015-01-16,20
"confirmed_Ebola_deaths","Nigeria",2015-01-16,7
"probable_Ebola_deaths","Nigeria",2015-01-16,1
"suspected_Ebola_deaths","Nigeria",2015-01-16,0
"all_Ebola_deaths","Nigeria",2015-01-16,8
"confirmed_Ebola_cases","Nigeria",2015-01-19,19
"probable_Ebola_cases","Nigeria",2015-01-19,1
"suspected_Ebola_cases","Nigeria",2015-01-19,0
"all_Ebola_cases","Nigeria",2015-01-19,20
"confirmed_Ebola_deaths","Nigeria",2015-01-19,7
"probable_Ebola_deaths","Nigeria",2015-01-19,1
"suspected_Ebola_deaths","Nigeria",2015-01-19,0
"all_Ebola_deaths","Nigeria",2015-01-19,8
"confirmed_Ebola_cases","Nigeria",2015-01-20,19
"probable_Ebola_cases","Nigeria",2015-01-20,1
"suspected_Ebola_cases","Nigeria",2015-01-20,0
"all_Ebola_cases","Nigeria",2015-01-20,20
"confirmed_Ebola_deaths","Nigeria",2015-01-20,7
"probable_Ebola_deaths","Nigeria",2015-01-20,1
"suspected_Ebola_deaths","Nigeria",2015-01-20,0
"all_Ebola_deaths","Nigeria",2015-01-20,8
"confirmed_Ebola_cases","Nigeria",2015-01-21,19
"probable_Ebola_cases","Nigeria",2015-01-21,1
"suspected_Ebola_cases","Nigeria",2015-01-21,0
"all_Ebola_cases","Nigeria",2015-01-21,20
"confirmed_Ebola_deaths","Nigeria",2015-01-21,7
"probable_Ebola_deaths","Nigeria",2015-01-21,1
"suspected_Ebola_deaths","Nigeria",2015-01-21,0
"all_Ebola_deaths","Nigeria",2015-01-21,8
"confirmed_Ebola_cases","Nigeria",2015-01-22,19
"probable_Ebola_cases","Nigeria",2015-01-22,1
"suspected_Ebola_cases","Nigeria",2015-01-22,0
"all_Ebola_cases","Nigeria",2015-01-22,20
"confirmed_Ebola_deaths","Nigeria",2015-01-22,7
"probable_Ebola_deaths","Nigeria",2015-01-22,1
"suspected_Ebola_deaths","Nigeria",2015-01-22,0
"all_Ebola_deaths","Nigeria",2015-01-22,8
"confirmed_Ebola_cases","Nigeria",2015-01-23,19
"probable_Ebola_cases","Nigeria",2015-01-23,1
"suspected_Ebola_cases","Nigeria",2015-01-23,0
"all_Ebola_cases","Nigeria",2015-01-23,20
"confirmed_Ebola_deaths","Nigeria",2015-01-23,7
"probable_Ebola_deaths","Nigeria",2015-01-23,1
"suspected_Ebola_deaths","Nigeria",2015-01-23,0
"all_Ebola_deaths","Nigeria",2015-01-23,8
"confirmed_Ebola_cases","Nigeria",2015-01-26,19
"probable_Ebola_cases","Nigeria",2015-01-26,1
"suspected_Ebola_cases","Nigeria",2015-01-26,0
"all_Ebola_cases","Nigeria",2015-01-26,20
"confirmed_Ebola_deaths","Nigeria",2015-01-26,7
"probable_Ebola_deaths","Nigeria",2015-01-26,1
"suspected_Ebola_deaths","Nigeria",2015-01-26,0
"all_Ebola_deaths","Nigeria",2015-01-26,8
"confirmed_Ebola_cases","Nigeria",2015-01-27,19
"probable_Ebola_cases","Nigeria",2015-01-27,1
"suspected_Ebola_cases","Nigeria",2015-01-27,0
"all_Ebola_cases","Nigeria",2015-01-27,20
"confirmed_Ebola_deaths","Nigeria",2015-01-27,7
"probable_Ebola_deaths","Nigeria",2015-01-27,1
"suspected_Ebola_deaths","Nigeria",2015-01-27,0
"all_Ebola_deaths","Nigeria",2015-01-27,8
"confirmed_Ebola_cases","Nigeria",2015-01-28,19
"probable_Ebola_cases","Nigeria",2015-01-28,1
"suspected_Ebola_cases","Nigeria",2015-01-28,0
"all_Ebola_cases","Nigeria",2015-01-28,20
"confirmed_Ebola_deaths","Nigeria",2015-01-28,7
"probable_Ebola_deaths","Nigeria",2015-01-28,1
"suspected_Ebola_deaths","Nigeria",2015-01-28,0
"all_Ebola_deaths","Nigeria",2015-01-28,8
"confirmed_Ebola_cases","Nigeria",2015-01-29,19
"probable_Ebola_cases","Nigeria",2015-01-29,1
"suspected_Ebola_cases","Nigeria",2015-01-29,0
"all_Ebola_cases","Nigeria",2015-01-29,20
"confirmed_Ebola_deaths","Nigeria",2015-01-29,7
"probable_Ebola_deaths","Nigeria",2015-01-29,1
"suspected_Ebola_deaths","Nigeria",2015-01-29,0
"all_Ebola_deaths","Nigeria",2015-01-29,8
"confirmed_Ebola_cases","Nigeria",2015-01-30,19
"probable_Ebola_cases","Nigeria",2015-01-30,1
"suspected_Ebola_cases","Nigeria",2015-01-30,0
"all_Ebola_cases","Nigeria",2015-01-30,20
"confirmed_Ebola_deaths","Nigeria",2015-01-30,7
"probable_Ebola_deaths","Nigeria",2015-01-30,1
"suspected_Ebola_deaths","Nigeria",2015-01-30,0
"all_Ebola_deaths","Nigeria",2015-01-30,8
"confirmed_Ebola_cases","Nigeria",2015-02-02,19
"probable_Ebola_cases","Nigeria",2015-02-02,1
"suspected_Ebola_cases","Nigeria",2015-02-02,0
"all_Ebola_cases","Nigeria",2015-02-02,20
"confirmed_Ebola_deaths","Nigeria",2015-02-02,7
"probable_Ebola_deaths","Nigeria",2015-02-02,1
"suspected_Ebola_deaths","Nigeria",2015-02-02,0
"all_Ebola_deaths","Nigeria",2015-02-02,8
"confirmed_Ebola_cases","Senegal",2014-09-08,1
"probable_Ebola_cases","Senegal",2014-09-08,0
"suspected_Ebola_cases","Senegal",2014-09-08,2
"all_Ebola_cases","Senegal",2014-09-08,3
"confirmed_Ebola_deaths","Senegal",2014-09-08,0
"probable_Ebola_deaths","Senegal",2014-09-08,0
"suspected_Ebola_deaths","Senegal",2014-09-08,0
"all_Ebola_deaths","Senegal",2014-09-08,0
"confirmed_Ebola_cases","Senegal",2014-09-12,1
"probable_Ebola_cases","Senegal",2014-09-12,0
"suspected_Ebola_cases","Senegal",2014-09-12,2
"all_Ebola_cases","Senegal",2014-09-12,3
"confirmed_Ebola_deaths","Senegal",2014-09-12,0
"probable_Ebola_deaths","Senegal",2014-09-12,0
"suspected_Ebola_deaths","Senegal",2014-09-12,0
"all_Ebola_deaths","Senegal",2014-09-12,0
"confirmed_Ebola_cases","Senegal",2014-09-16,1
"probable_Ebola_cases","Senegal",2014-09-16,0
"suspected_Ebola_cases","Senegal",2014-09-16,0
"all_Ebola_cases","Senegal",2014-09-16,1
"confirmed_Ebola_deaths","Senegal",2014-09-16,0
"probable_Ebola_deaths","Senegal",2014-09-16,0
"suspected_Ebola_deaths","Senegal",2014-09-16,0
"all_Ebola_deaths","Senegal",2014-09-16,0
"confirmed_Ebola_cases","Senegal",2014-09-18,1
"probable_Ebola_cases","Senegal",2014-09-18,0
"suspected_Ebola_cases","Senegal",2014-09-18,0
"all_Ebola_cases","Senegal",2014-09-18,1
"confirmed_Ebola_deaths","Senegal",2014-09-18,0
"probable_Ebola_deaths","Senegal",2014-09-18,0
"suspected_Ebola_deaths","Senegal",2014-09-18,0
"all_Ebola_deaths","Senegal",2014-09-18,0
"confirmed_Ebola_cases","Senegal",2014-09-22,1
"probable_Ebola_cases","Senegal",2014-09-22,0
"suspected_Ebola_cases","Senegal",2014-09-22,0
"all_Ebola_cases","Senegal",2014-09-22,1
"confirmed_Ebola_deaths","Senegal",2014-09-22,0
"probable_Ebola_deaths","Senegal",2014-09-22,0
"suspected_Ebola_deaths","Senegal",2014-09-22,0
"all_Ebola_deaths","Senegal",2014-09-22,0
"confirmed_Ebola_cases","Senegal",2014-09-24,1
"probable_Ebola_cases","Senegal",2014-09-24,0
"suspected_Ebola_cases","Senegal",2014-09-24,0
"all_Ebola_cases","Senegal",2014-09-24,1
"confirmed_Ebola_deaths","Senegal",2014-09-24,0
"probable_Ebola_deaths","Senegal",2014-09-24,0
"suspected_Ebola_deaths","Senegal",2014-09-24,0
"all_Ebola_deaths","Senegal",2014-09-24,0
"confirmed_Ebola_cases","Senegal",2014-09-26,1
"probable_Ebola_cases","Senegal",2014-09-26,0
"suspected_Ebola_cases","Senegal",2014-09-26,0
"all_Ebola_cases","Senegal",2014-09-26,1
"confirmed_Ebola_deaths","Senegal",2014-09-26,0
"probable_Ebola_deaths","Senegal",2014-09-26,0
"suspected_Ebola_deaths","Senegal",2014-09-26,0
"all_Ebola_deaths","Senegal",2014-09-26,0
"confirmed_Ebola_cases","Senegal",2014-10-01,1
"probable_Ebola_cases","Senegal",2014-10-01,0
"suspected_Ebola_cases","Senegal",2014-10-01,0
"all_Ebola_cases","Senegal",2014-10-01,1
"confirmed_Ebola_deaths","Senegal",2014-10-01,0
"probable_Ebola_deaths","Senegal",2014-10-01,0
